timestamp,temperature,salinity,pH,turbidity,wqi,risk,recommendation
2026-07-14 11:44:04,17.404415130615234,14.00861930847168,7.269527435302734,24.66883659362793,59.43,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 11:59:04,17.620237350463867,13.688383102416992,7.2568464279174805,24.699077606201172,59.35,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 12:14:04,17.769556045532227,13.296113014221191,7.242845058441162,24.71559715270996,59.17,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 12:29:04,17.888803482055664,12.86829948425293,7.227633476257324,24.720760345458984,58.94,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 12:44:04,17.988019943237305,12.420833587646484,7.211864471435547,24.722206115722656,58.68,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 12:59:04,18.072669982910156,11.96943473815918,7.19612455368042,24.723905563354492,58.4,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 13:14:04,18.146442413330078,11.528107643127441,7.180932521820068,24.727611541748047,58.11,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 13:29:04,18.21221351623535,11.107744216918945,7.166646480560303,24.7337589263916,57.84,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 13:44:04,18.271778106689453,10.715736389160156,7.153532028198242,24.742271423339844,57.58,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 13:59:04,18.326295852661133,10.356249809265137,7.141721248626709,24.75276756286621,57.34,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 14:14:04,18.376739501953125,10.030449867248535,7.131239891052246,24.764827728271484,57.12,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 14:29:04,18.423898696899414,9.73840045928955,7.122052192687988,24.777938842773438,56.93,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 14:44:04,18.46858024597168,9.47939682006836,7.1140923500061035,24.791587829589844,56.77,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 14:59:04,18.511167526245117,9.253697395324707,7.1072845458984375,24.805068969726562,56.62,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 15:14:04,18.551719665527344,9.06193733215332,7.101547718048096,24.817604064941406,56.51,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 15:29:04,18.5899658203125,8.903182029724121,7.096792697906494,24.828651428222656,56.42,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 15:44:04,18.625408172607422,8.774075508117676,7.092911720275879,24.83808135986328,56.34,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 15:59:04,18.657623291015625,8.669632911682129,7.089780807495117,24.84608268737793,56.29,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 16:14:04,18.686519622802734,8.586153984069824,7.0873026847839355,24.85281753540039,56.25,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 16:29:04,18.712299346923828,8.518486022949219,7.085371017456055,24.85870933532715,56.22,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 16:44:04,18.73543357849121,8.463722229003906,7.083902359008789,24.86395263671875,56.2,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 16:59:04,18.756427764892578,8.421828269958496,7.082831859588623,24.868349075317383,56.19,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 17:14:04,18.775310516357422,8.394477844238281,7.082094669342041,24.871374130249023,56.18,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 17:29:04,18.79156494140625,8.38297176361084,7.081620216369629,24.87247657775879,56.19,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 17:44:04,18.80441665649414,8.386351585388184,7.081328868865967,24.871450424194336,56.2,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 17:59:04,18.813587188720703,8.400599479675293,7.081157684326172,24.868701934814453,56.22,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 18:14:04,18.819507598876953,8.422027587890625,7.081082344055176,24.864810943603516,56.24,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 18:29:04,18.82373809814453,8.44755744934082,7.081138610839844,24.86054229736328,56.26,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 18:44:04,18.828866958618164,8.473254203796387,7.081401824951172,24.857017517089844,56.29,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 18:59:04,18.832782745361328,8.502800941467285,7.0817742347717285,24.853057861328125,56.31,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 19:14:04,18.83551025390625,8.535089492797852,7.082225799560547,24.848735809326172,56.34,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 19:29:04,18.837133407592773,8.569046020507812,7.082730293273926,24.84416389465332,56.37,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 19:44:04,18.837764739990234,8.603793144226074,7.083269119262695,24.839454650878906,56.4,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 19:59:04,18.837535858154297,8.638598442077637,7.083826541900635,24.834701538085938,56.42,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 20:14:04,18.83658218383789,8.672879219055176,7.084390640258789,24.829992294311523,56.45,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 20:29:04,18.835031509399414,8.706155776977539,7.084950923919678,24.825395584106445,56.47,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 20:44:04,18.833009719848633,8.73803424835205,7.085500240325928,24.82097625732422,56.5,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 20:59:04,18.830636978149414,8.768219947814941,7.086031436920166,24.8167781829834,56.52,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 21:14:04,18.828018188476562,8.796493530273438,7.0865397453308105,24.812841415405273,56.54,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 21:29:04,18.82525634765625,8.822732925415039,7.087021350860596,24.809185028076172,56.56,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 21:44:04,18.822431564331055,8.846880912780762,7.087473392486572,24.80582046508789,56.57,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 21:59:04,18.81960678100586,8.868948936462402,7.087893962860107,24.802743911743164,56.59,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 22:14:04,18.81683349609375,8.88899040222168,7.088281631469727,24.799951553344727,56.6,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 22:29:04,18.814146041870117,8.90707015991211,7.08863639831543,24.79743003845215,56.61,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 22:44:04,18.811567306518555,8.923256874084473,7.088957786560059,24.795167922973633,56.62,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 22:59:04,18.809112548828125,8.937638282775879,7.08924674987793,24.793155670166016,56.63,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 23:14:04,18.806800842285156,8.950305938720703,7.089504241943359,24.791378021240234,56.64,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
2026-07-14 23:29:04,18.80463409423828,8.961358070373535,7.0897321701049805,24.789819717407227,56.65,Tinggi,"Segera lakukan tindakan mitigasi (aerasi, pengurangan pakan)."
